0 7.666215 0.831994 -7.931522 16.664787 7.403038 46.187116 6.975490 -23.397537 3.665006 -4.912093
1 1.548449 -0.078223 1.858700 -323.063124 42.773336 106.663940 251.449024 -20.342980 -4.044494 -4.720971
2 8.175171 0.000811 -6.957651 1.288921 6.289896 66.530545 14.034576 -26.433878 4.307762 -5.758041
3 8.189082 -0.003534 -6.948902 2.258824 4.782203 66.791784 14.164594 -26.399620 4.372171 -5.781238
4 4.447346 2.592364 -8.620836 56.455801 42.566211 -59.430340 343.322312 -22.632532 3.132213 -3.669719
5 1.019981 0.028608 -3.118009 128.696462 44.076202 -272.571709 293.037474 -38.675833 6.721005 -7.703609
6 8.214617 1.317963 -7.322661 28.371059 10.219801 40.527490 8.379526 -17.723815 4.273549 -4.820255
7 0.160776 0.040931 1.689355 -53.309263 238.861559 -278.052902 255.393973 -21.904225 6.037386 -4.580015
8 4.844728 1.074895 -7.415758 99.363331 30.906194 -83.278148 345.320124 -30.379327 5.097824 -4.239208
9 2.273793 0.649375 -5.615616 100.847738 47.099482 -183.088005 319.361818 -37.042888 5.684525 -5.158288
10 8.173035 -0.003048 -6.957241 2.776537 3.466494 64.313564 14.037830 -26.469902 4.391375 -5.806695
11 2.535548 2.336720 -9.034405 29.521316 43.552271 -88.996419 335.056334 -27.692504 2.424306 -3.658383
12 1.975512 2.986678 -8.947165 21.834012 54.776144 -90.455155 331.486420 -25.234057 2.121525 -3.449712
13 7.575241 0.244565 -7.140811 83.717131 8.558195 -7.678928 8.289731 -27.356197 5.951793 -4.509670
14 7.823541 -0.038946 -7.744121 14.915719 4.951706 49.273229 11.627390 -28.168573 4.051030 -5.121764
15 8.172443 -0.005059 -6.954886 -0.003738 5.315172 66.207009 14.043923 -26.486092 4.293650 -5.807908
16 7.669273 0.344932 -7.974445 50.448956 7.914567 11.198164 8.976928 -26.387275 4.587968 -4.473913
17 9.090466 -3.152231 -3.701076 -26.117641 13.572067 94.465059 60.595929 -44.952616 8.494206 -5.070943
18 8.176836 0.000177 -6.961304 0.389319 3.916955 65.683002 14.049794 -26.431108 4.322905 -5.829481
19 8.160810 -0.011456 -6.966873 1.807637 6.105461 66.995180 13.985055 -26.583611 4.315098 -5.752884
20 7.491148 0.822940 -8.173354 45.809618 10.884322 12.168411 6.026676 -24.180438 4.186474 -4.408547
21 -4.245838 1.606936 -9.259462 -8.936189 -7.422643 -53.685183 310.291914 -35.418392 0.367294 -3.510864
22 0.772275 -0.032030 -2.572763 147.685981 48.879660 -289.556141 287.447034 -37.721582 6.794970 -8.140601
23 5.251674 -2.575258 -0.518676 -158.189258 85.029548 177.666089 230.182479 -66.821590 -6.764574 8.793063
24 8.173834 -0.005882 -6.960392 1.910120 6.851739 68.030143 14.057646 -26.486017 4.315009 -5.731575
25 8.161832 -0.011171 -6.946231 2.287050 6.120732 66.542764 13.995255 -26.575112 4.340164 -5.761060
26 5.502903 1.977991 -9.378598 30.228775 18.223538 -2.166943 352.238271 -23.942436 2.623674 -3.995588
